Audience View,Date,Aggregation,Audience Size
Your total audience,2026-04-21,Monthly,10000

Interests
Category,Bulk Sheet Category,Percent of audience,Affinity,Interest,Bulk Sheet Interests,Percent of audience,Affinity
Entertainment,"{'name': 'Entertainment', 'id': '953061268473'}",0.77,1.152,Book,"{'name': 'Book', 'id': '908410600882'}",0.101,0.588
Entertainment,"{'name': 'Entertainment', 'id': '953061268473'}",0.77,1.152,Theater,"{'name': 'Theater', 'id': '905051048835'}",0.053,2.917
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,DIY Projects,"{'name': 'DIY Projects', 'id': '894309586150'}",0.53,1.0
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,Fabric Crafts,"{'name': 'Fabric Crafts', 'id': '909430966917'}",0.528,0.91
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,Woodworking,"{'name': 'Woodworking', 'id': '899049071324'}",0.383,3.473
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,DIY Techniques and Supplies,"{'name': 'DIY Techniques and Supplies', 'id': '911900736333'}",0.191,1.229
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,DIY Stationery,"{'name': 'DIY Stationery', 'id': '902014579881'}",0.173,0.709
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,DIY Event,"{'name': 'DIY Event', 'id': '922120925682'}",0.122,0.626
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,DIY Pottery,"{'name': 'DIY Pottery', 'id': '929616292607'}",0.117,2.194
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,DIY Home and Decorations,"{'name': 'DIY Home and Decorations', 'id': '947657535178'}",0.103,0.933
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,DIY Bag and Purse,"{'name': 'DIY Bag and Purse', 'id': '954200326838'}",0.095,1.578
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,Polymer Crafts,"{'name': 'Polymer Crafts', 'id': '946907157789'}",0.089,2.02
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,DIY Edible,"{'name': 'DIY Edible', 'id': '896201377663'}",0.063,1.468
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.729,1.295,DIY Jewelry,"{'name': 'DIY Jewelry', 'id': '905972712093'}",0.026,0.559
Travel,"{'name': 'Travel', 'id': '908182459161'}",0.712,1.394,Travel Destinations,"{'name': 'Travel Destinations', 'id': '958862518888'}",0.953,1.015
Travel,"{'name': 'Travel', 'id': '908182459161'}",0.712,1.394,Travel Ideas,"{'name': 'Travel Ideas', 'id': '904309328219'}",0.634,1.203
Travel,"{'name': 'Travel', 'id': '908182459161'}",0.712,1.394,Travel Tips,"{'name': 'Travel Tips', 'id': '950689877411'}",0.062,1.566
Travel,"{'name': 'Travel', 'id': '908182459161'}",0.712,1.394,Restaurant,"{'name': 'Restaurant', 'id': '945959299598'}",0.028,
Health,"{'name': 'Health', 'id': '898620064290'}",0.692,1.255,Diet and Nutrition,"{'name': 'Diet and Nutrition', 'id': '899102674037'}",0.624,0.98
Health,"{'name': 'Health', 'id': '898620064290'}",0.692,1.255,Lifestyle,"{'name': 'Lifestyle', 'id': '916100312986'}",0.343,0.775
Health,"{'name': 'Health', 'id': '898620064290'}",0.692,1.255,Medical,"{'name': 'Medical', 'id': '912753135383'}",0.179,1.957
Health,"{'name': 'Health', 'id': '898620064290'}",0.692,1.255,Weight Loss,"{'name': 'Weight Loss', 'id': '921895445919'}",0.03,0.674
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.674,1.479,Outdoor Sport,"{'name': 'Outdoor Sport', 'id': '899504507492'}",0.539,2.241
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.674,1.479,Fitness and Exercises,"{'name': 'Fitness and Exercises', 'id': '912503731943'}",0.539,1.237
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.674,1.479,Dancing,"{'name': 'Dancing', 'id': '952036629213'}",0.222,0.77
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.674,1.479,Soccer,"{'name': 'Soccer', 'id': '916147467802'}",0.142,0.724
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.674,1.479,Cycling,"{'name': 'Cycling', 'id': '932527952341'}",0.141,3.204
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.674,1.479,Running,"{'name': 'Running', 'id': '909056984342'}",0.053,1.449
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.674,1.479,Hockey,"{'name': 'Hockey', 'id': '949737144218'}",0.033,2.535
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.674,1.479,Volleyball,"{'name': 'Volleyball', 'id': '935508392210'}",0.03,0.697
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.674,1.479,Auto Racing,"{'name': 'Auto Racing', 'id': '914336245852'}",0.03,1.765
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.664,1.999,Architectural Style,"{'name': 'Architectural Style', 'id': '908797015303'}",0.525,0.791
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.664,1.999,Landscape and Urbanism Architecture,"{'name': 'Landscape and Urbanism Architecture', 'id': '924770706928'}",0.516,2.303
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.664,1.999,Residential Architecture,"{'name': 'Residential Architecture', 'id': '917763335785'}",0.507,1.556
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.664,1.999,Commercial and Office Architecture,"{'name': 'Commercial and Office Architecture', 'id': '958567870080'}",0.373,1.942
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.664,1.999,Educational Architecture,"{'name': 'Educational Architecture', 'id': '916646672676'}",0.088,3.131
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.664,1.999,Cultural Architecture,"{'name': 'Cultural Architecture', 'id': '933965241695'}",0.031,
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.664,1.608,Planting,"{'name': 'Planting', 'id': '916000423671'}",0.459,0.597
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.664,1.608,Garden Design,"{'name': 'Garden Design', 'id': '901468450490'}",0.362,2.264
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.664,1.608,Garden Types,"{'name': 'Garden Types', 'id': '926108676086'}",0.296,2.62
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.664,1.608,Gardening Supplies,"{'name': 'Gardening Supplies', 'id': '909773049272'}",0.065,2.219
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Meal Planning,"{'name': 'Meal Planning', 'id': '956336077278'}",0.806,1.077
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Desserts,"{'name': 'Desserts', 'id': '897118241776'}",0.661,0.905
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Drinks,"{'name': 'Drinks', 'id': '961675572303'}",0.486,1.245
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Fruit,"{'name': 'Fruit', 'id': '919979591528'}",0.38,1.201
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Appetizers,"{'name': 'Appetizers', 'id': '918804435640'}",0.313,1.604
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,World Cuisine,"{'name': 'World Cuisine', 'id': '936568516643'}",0.226,0.861
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Salad,"{'name': 'Salad', 'id': '960683755187'}",0.14,1.613
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Special Diet,"{'name': 'Special Diet', 'id': '933485647561'}",0.133,0.924
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Cooking Method,"{'name': 'Cooking Method', 'id': '906644424942'}",0.114,0.759
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Bread,"{'name': 'Bread', 'id': '926528168958'}",0.078,0.918
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Meat,"{'name': 'Meat', 'id': '894405216090'}",0.067,1.075
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Snacks,"{'name': 'Snacks', 'id': '933786359108'}",0.065,0.485
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Sandwich,"{'name': 'Sandwich', 'id': '905475941341'}",0.037,1.842
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Pizza,"{'name': 'Pizza', 'id': '942890515467'}",0.033,1.743
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Soup,"{'name': 'Soup', 'id': '938111697483'}",0.03,0.766
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.66,1.345,Condiments,"{'name': 'Condiments', 'id': '933556278983'}",0.026,1.057
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.655,1.125,Women's Jewelry and Accessories,"{'name': ""Women's Jewelry and Accessories"", 'id': '916487219793'}",0.486,1.011
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.655,1.125,Women's Shoes,"{'name': ""Women's Shoes"", 'id': '923271066791'}",0.485,1.217
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.655,1.125,Women's Style,"{'name': ""Women's Style"", 'id': '947341333711'}",0.453,0.82
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.655,1.125,Women's Bottoms,"{'name': ""Women's Bottoms"", 'id': '936466861734'}",0.349,1.002
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.655,1.125,Women's Bag,"{'name': ""Women's Bag"", 'id': '941900382861'}",0.348,1.146
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.655,1.125,Dress,"{'name': 'Dress', 'id': '945391946569'}",0.331,0.679
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.655,1.125,Women's Outfits by Occasions,"{'name': ""Women's Outfits by Occasions"", 'id': '895148303659'}",0.281,0.998
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.655,1.125,Women's Intimates,"{'name': ""Women's Intimates"", 'id': '955049894411'}",0.254,1.961
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.655,1.125,Women's Activewear,"{'name': ""Women's Activewear"", 'id': '900866395493'}",0.225,0.755
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.655,1.125,Women's Outerwear,"{'name': ""Women's Outerwear"", 'id': '958088257491'}",0.111,1.448
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.655,1.125,Women's Top,"{'name': ""Women's Top"", 'id': '945391038177'}",0.088,0.47
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.65,1.097,Hair,"{'name': 'Hair', 'id': '903411883690'}",0.785,0.883
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.65,1.097,Skin Care,"{'name': 'Skin Care', 'id': '898977956499'}",0.536,0.955
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.65,1.097,Bath and Body Care,"{'name': 'Bath and Body Care', 'id': '924324486050'}",0.294,0.863
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.65,1.097,Makeup,"{'name': 'Makeup', 'id': '948264532184'}",0.269,0.655
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.65,1.097,Nails,"{'name': 'Nails', 'id': '956143059915'}",0.237,0.686
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.65,1.097,Men's Beauty,"{'name': ""Men's Beauty"", 'id': '944758664397'}",0.03,0.683
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.601,1.294,Cell Phones and Accessories,"{'name': 'Cell Phones and Accessories', 'id': '951444910525'}",0.32,0.45
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.601,1.294,Computers Tablets and Accessories,"{'name': 'Computers Tablets and Accessories', 'id': '951929919689'}",0.073,1.146
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.601,1.294,Cameras and Accessories,"{'name': 'Cameras and Accessories', 'id': '899043339668'}",0.045,1.817
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.592,1.932,Cars,"{'name': 'Cars', 'id': '950890153091'}",0.957,0.996
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.592,1.932,Motorcycles and Scooter,"{'name': 'Motorcycles and Scooter', 'id': '927349329594'}",0.192,1.796
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.592,1.932,Aircraft,"{'name': 'Aircraft', 'id': '923340792367'}",0.184,3.003
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.592,1.932,Auto Services and Repair,"{'name': 'Auto Services and Repair', 'id': '895341869140'}",0.137,2.943
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.592,1.932,Watercraft,"{'name': 'Watercraft', 'id': '945927342064'}",0.135,4.342
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.592,1.932,Car and Motorcycle Design,"{'name': 'Car and Motorcycle Design', 'id': '896742500696'}",0.111,1.978
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.592,1.932,Campers and RV,"{'name': 'Campers and RV', 'id': '903916128253'}",0.096,6.703
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.576,1.412,Toys,"{'name': 'Toys', 'id': '957620480011'}",0.747,1.222
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.576,1.412,Baby,"{'name': 'Baby', 'id': '933995299235'}",0.413,0.844
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.576,1.412,Family Activities,"{'name': 'Family Activities', 'id': '953318189801'}",0.21,2.515
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.576,1.412,Parenting Advice,"{'name': 'Parenting Advice', 'id': '953388819553'}",0.053,0.248
Quotes,"{'name': 'Quotes', 'id': '948192800438'}",0.576,1.089,Quotes by Genres,"{'name': 'Quotes by Genres', 'id': '919926839991'}",0.929,0.962
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.564,1.63,Animals and Pet Supplies,"{'name': 'Animals and Pet Supplies', 'id': '903972677830'}",0.416,1.436
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.564,1.63,Mammals,"{'name': 'Mammals', 'id': '956932523301'}",0.225,1.04
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.564,1.63,Bird,"{'name': 'Bird', 'id': '952174338649'}",0.219,1.533
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.564,1.63,Arthropods,"{'name': 'Arthropods', 'id': '906756939414'}",0.036,0.653
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.564,1.63,Sealife,"{'name': 'Sealife', 'id': '900726038026'}",0.033,1.302
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.506,1.066,Holiday,"{'name': 'Holiday', 'id': '910319220330'}",0.884,1.021
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.506,1.066,Gifts,"{'name': 'Gifts', 'id': '915305016791'}",0.23,0.77
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.506,1.066,Personal Celebration,"{'name': 'Personal Celebration', 'id': '944522520255'}",0.229,0.757
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.506,1.066,Hosting Occasions,"{'name': 'Hosting Occasions', 'id': '945568894404'}",0.174,0.805
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.408,1.166,Wedding Cake,"{'name': 'Wedding Cake', 'id': '959317080636'}",0.337,1.023
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.408,1.166,Wedding Decor,"{'name': 'Wedding Decor', 'id': '919736858270'}",0.27,1.01
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.408,1.166,Wedding Outfit,"{'name': 'Wedding Outfit', 'id': '953811328161'}",0.245,0.705
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.408,1.166,Wedding Stationery,"{'name': 'Wedding Stationery', 'id': '916276424875'}",0.179,0.99
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.408,1.166,Wedding Photography and Videography,"{'name': 'Wedding Photography and Videography', 'id': '960441076276'}",0.146,1.198
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.408,1.166,Wedding Beauty,"{'name': 'Wedding Beauty', 'id': '957409379399'}",0.145,0.581
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.408,1.166,Wedding Theme,"{'name': 'Wedding Theme', 'id': '942351364884'}",0.133,1.294
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.408,1.166,Wedding Jewelry and Accessories,"{'name': 'Wedding Jewelry and Accessories', 'id': '903419085548'}",0.1,0.756
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.408,1.166,Wedding Event,"{'name': 'Wedding Event', 'id': '918730759391'}",0.096,0.638
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.299,1.376,Men's Style,"{'name': ""Men's Style"", 'id': '903212673711'}",0.524,1.339
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.299,1.376,Men's Outfit by Occasions,"{'name': ""Men's Outfit by Occasions"", 'id': '954653184301'}",0.252,1.445
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.299,1.376,Men's Shirts and Top,"{'name': ""Men's Shirts and Top"", 'id': '912569390244'}",0.102,0.554
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.299,1.376,Men's Accessories,"{'name': ""Men's Accessories"", 'id': '958492379934'}",0.07,1.948
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.299,1.376,Men's Shoes,"{'name': ""Men's Shoes"", 'id': '925332366872'}",0.061,1.435
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.064,1.22,Children Clothing,"{'name': 'Children Clothing', 'id': '956070689933'}",0.3,0.941
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.064,1.22,Teen Clothing,"{'name': 'Teen Clothing', 'id': '930262486893'}",0.273,0.873

Countries,Percent of audience
Other,0.511
United States,0.185
Russian Federation,0.066
Brazil,0.046
India,0.042
Germany,0.04
France,0.037
Mexico,0.025
Canada,0.025
Thailand,0.023

Metros,Percent of audience
Los Angeles,0.098
New York,0.044
Chicago,0.032
Atlanta,0.029
Cleveland-Akron (Canton),0.025
Seattle-Tacoma,0.025
Salt Lake City,0.022
Denver,0.019
"Portland, OR",0.019
Boston (Manchester),0.019

Gender,Percent of audience
Female,0.533
Male,0.383
Unspecified & custom,0.084

Device,Percent of audience
Web,0.49
iPhone,0.387
Android Mobile,0.353
iPad,0.091
Mobile Web,0.063
Android Tablet,0.042

Age,Percent of audience
25-34,0.337
35-44,0.197
18-24,0.168
45-49,0.086
55-64,0.076
50-54,0.057
65+,0.031

