Audience View,Date,Aggregation,Audience Size
Your total audience,2026-04-28,Monthly,15000

Interests
Category,Bulk Sheet Category,Percent of audience,Affinity,Interest,Bulk Sheet Interests,Percent of audience,Affinity
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.704,1.546,Martial Arts,"{'name': 'Martial Arts', 'id': '957769245264'}",0.027,1.122
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.704,1.546,Volleyball,"{'name': 'Volleyball', 'id': '935508392210'}",0.023,0.518
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.704,1.546,Rugby,"{'name': 'Rugby', 'id': '957599074955'}",0.017,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.704,1.546,American Football,"{'name': 'American Football', 'id': '893600890503'}",0.016,0.491
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.704,1.546,Winter Sport,"{'name': 'Winter Sport', 'id': '901151529501'}",0.016,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.704,1.546,Handball,"{'name': 'Handball', 'id': '945550448942'}",0.01,
Health,"{'name': 'Health', 'id': '898620064290'}",0.695,1.262,Diet and Nutrition,"{'name': 'Diet and Nutrition', 'id': '899102674037'}",0.534,0.839
Health,"{'name': 'Health', 'id': '898620064290'}",0.695,1.262,Lifestyle,"{'name': 'Lifestyle', 'id': '916100312986'}",0.308,0.694
Health,"{'name': 'Health', 'id': '898620064290'}",0.695,1.262,Medical,"{'name': 'Medical', 'id': '912753135383'}",0.224,2.443
Health,"{'name': 'Health', 'id': '898620064290'}",0.695,1.262,Weight Loss,"{'name': 'Weight Loss', 'id': '921895445919'}",0.019,0.436
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.681,1.65,Garden Design,"{'name': 'Garden Design', 'id': '901468450490'}",0.482,3.02
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.681,1.65,Planting,"{'name': 'Planting', 'id': '916000423671'}",0.389,0.507
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.681,1.65,Garden Types,"{'name': 'Garden Types', 'id': '926108676086'}",0.358,3.17
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.681,1.65,Gardening Supplies,"{'name': 'Gardening Supplies', 'id': '909773049272'}",0.054,1.834
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Meal Planning,"{'name': 'Meal Planning', 'id': '956336077278'}",0.811,1.084
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Desserts,"{'name': 'Desserts', 'id': '897118241776'}",0.601,0.821
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Drinks,"{'name': 'Drinks', 'id': '961675572303'}",0.516,1.32
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Appetizers,"{'name': 'Appetizers', 'id': '918804435640'}",0.309,1.581
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Fruit,"{'name': 'Fruit', 'id': '919979591528'}",0.302,0.954
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,World Cuisine,"{'name': 'World Cuisine', 'id': '936568516643'}",0.219,0.832
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Cooking Method,"{'name': 'Cooking Method', 'id': '906644424942'}",0.117,0.787
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Salad,"{'name': 'Salad', 'id': '960683755187'}",0.098,1.128
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Special Diet,"{'name': 'Special Diet', 'id': '933485647561'}",0.094,0.652
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Bread,"{'name': 'Bread', 'id': '926528168958'}",0.063,0.74
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Snacks,"{'name': 'Snacks', 'id': '933786359108'}",0.053,0.401
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Meat,"{'name': 'Meat', 'id': '894405216090'}",0.05,0.807
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Sandwich,"{'name': 'Sandwich', 'id': '905475941341'}",0.029,1.458
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Pizza,"{'name': 'Pizza', 'id': '942890515467'}",0.029,1.53
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Condiments,"{'name': 'Condiments', 'id': '933556278983'}",0.021,0.847
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Seafood,"{'name': 'Seafood', 'id': '959197144864'}",0.018,0.509
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Soup,"{'name': 'Soup', 'id': '938111697483'}",0.015,0.39
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.637,1.299,Food For Special Event,"{'name': 'Food For Special Event', 'id': '937994287885'}",0.011,0.289
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.628,1.061,Hair,"{'name': 'Hair', 'id': '903411883690'}",0.686,0.771
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.628,1.061,Skin Care,"{'name': 'Skin Care', 'id': '898977956499'}",0.461,0.821
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.628,1.061,Makeup,"{'name': 'Makeup', 'id': '948264532184'}",0.241,0.586
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.628,1.061,Bath and Body Care,"{'name': 'Bath and Body Care', 'id': '924324486050'}",0.231,0.679
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.628,1.061,Nails,"{'name': 'Nails', 'id': '956143059915'}",0.182,0.526
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.628,1.061,Men's Beauty,"{'name': ""Men's Beauty"", 'id': '944758664397'}",0.04,0.92
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.626,1.35,Cell Phones and Accessories,"{'name': 'Cell Phones and Accessories', 'id': '951444910525'}",0.263,0.37
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.626,1.35,Computers Tablets and Accessories,"{'name': 'Computers Tablets and Accessories', 'id': '951929919689'}",0.074,1.164
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.626,1.35,Cameras and Accessories,"{'name': 'Cameras and Accessories', 'id': '899043339668'}",0.044,1.788
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.625,1.074,Women's Shoes,"{'name': ""Women's Shoes"", 'id': '923271066791'}",0.41,1.027
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.625,1.074,Women's Jewelry and Accessories,"{'name': ""Women's Jewelry and Accessories"", 'id': '916487219793'}",0.406,0.844
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.625,1.074,Women's Style,"{'name': ""Women's Style"", 'id': '947341333711'}",0.395,0.717
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.625,1.074,Women's Bottoms,"{'name': ""Women's Bottoms"", 'id': '936466861734'}",0.362,1.038
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.625,1.074,Women's Intimates,"{'name': ""Women's Intimates"", 'id': '955049894411'}",0.331,2.555
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.625,1.074,Dress,"{'name': 'Dress', 'id': '945391946569'}",0.308,0.632
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.625,1.074,Women's Bag,"{'name': ""Women's Bag"", 'id': '941900382861'}",0.301,0.99
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.625,1.074,Women's Outfits by Occasions,"{'name': ""Women's Outfits by Occasions"", 'id': '895148303659'}",0.29,1.028
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.625,1.074,Women's Activewear,"{'name': ""Women's Activewear"", 'id': '900866395493'}",0.223,0.746
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.625,1.074,Women's Outerwear,"{'name': ""Women's Outerwear"", 'id': '958088257491'}",0.13,1.701
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.625,1.074,Women's Top,"{'name': ""Women's Top"", 'id': '945391038177'}",0.092,0.492
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.606,1.98,Cars,"{'name': 'Cars', 'id': '950890153091'}",0.953,0.992
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.606,1.98,Aircraft,"{'name': 'Aircraft', 'id': '923340792367'}",0.31,5.056
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.606,1.98,Motorcycles and Scooter,"{'name': 'Motorcycles and Scooter', 'id': '927349329594'}",0.279,2.61
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.606,1.98,Watercraft,"{'name': 'Watercraft', 'id': '945927342064'}",0.219,7.063
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.606,1.98,Auto Services and Repair,"{'name': 'Auto Services and Repair', 'id': '895341869140'}",0.166,3.579
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.606,1.98,Car and Motorcycle Design,"{'name': 'Car and Motorcycle Design', 'id': '896742500696'}",0.141,2.518
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.606,1.98,Campers and RV,"{'name': 'Campers and RV', 'id': '903916128253'}",0.123,8.594
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.606,1.98,Commercial Vehicles,"{'name': 'Commercial Vehicles', 'id': '957481581908'}",0.012,
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.568,1.395,Toys,"{'name': 'Toys', 'id': '957620480011'}",0.729,1.192
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.568,1.395,Baby,"{'name': 'Baby', 'id': '933995299235'}",0.42,0.859
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.568,1.395,Family Activities,"{'name': 'Family Activities', 'id': '953318189801'}",0.259,3.107
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.568,1.395,Parenting Advice,"{'name': 'Parenting Advice', 'id': '953388819553'}",0.052,0.245
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.568,1.395,Toddlers and Preschoolers,"{'name': 'Toddlers and Preschoolers', 'id': '936181027673'}",0.014,0.246
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.564,1.633,Animals and Pet Supplies,"{'name': 'Animals and Pet Supplies', 'id': '903972677830'}",0.393,1.354
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.564,1.633,Bird,"{'name': 'Bird', 'id': '952174338649'}",0.289,2.021
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.564,1.633,Mammals,"{'name': 'Mammals', 'id': '956932523301'}",0.162,0.747
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.564,1.633,Sealife,"{'name': 'Sealife', 'id': '900726038026'}",0.05,1.972
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.564,1.633,Arthropods,"{'name': 'Arthropods', 'id': '906756939414'}",0.047,0.843
Quotes,"{'name': 'Quotes', 'id': '948192800438'}",0.561,1.062,Quotes by Genres,"{'name': 'Quotes by Genres', 'id': '919926839991'}",0.924,0.957
Quotes,"{'name': 'Quotes', 'id': '948192800438'}",0.561,1.062,Poetry,"{'name': 'Poetry', 'id': '928308391348'}",0.013,0.624
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.424,0.895,Holiday,"{'name': 'Holiday', 'id': '910319220330'}",0.889,1.026
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.424,0.895,Personal Celebration,"{'name': 'Personal Celebration', 'id': '944522520255'}",0.218,0.721
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.424,0.895,Gifts,"{'name': 'Gifts', 'id': '915305016791'}",0.207,0.691
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.424,0.895,Hosting Occasions,"{'name': 'Hosting Occasions', 'id': '945568894404'}",0.163,0.758
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.366,1.045,Wedding Cake,"{'name': 'Wedding Cake', 'id': '959317080636'}",0.274,0.831
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.366,1.045,Wedding Outfit,"{'name': 'Wedding Outfit', 'id': '953811328161'}",0.242,0.695
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.366,1.045,Wedding Decor,"{'name': 'Wedding Decor', 'id': '919736858270'}",0.238,0.889
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.366,1.045,Wedding Stationery,"{'name': 'Wedding Stationery', 'id': '916276424875'}",0.22,1.214
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.366,1.045,Wedding Beauty,"{'name': 'Wedding Beauty', 'id': '957409379399'}",0.135,0.542
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.366,1.045,Wedding Theme,"{'name': 'Wedding Theme', 'id': '942351364884'}",0.112,1.083
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.366,1.045,Wedding Jewelry and Accessories,"{'name': 'Wedding Jewelry and Accessories', 'id': '903419085548'}",0.104,0.78
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.366,1.045,Wedding Photography and Videography,"{'name': 'Wedding Photography and Videography', 'id': '960441076276'}",0.103,0.841
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.366,1.045,Wedding Event,"{'name': 'Wedding Event', 'id': '918730759391'}",0.1,0.663
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.366,1.045,Wedding Favors and Gifts,"{'name': 'Wedding Favors and Gifts', 'id': '945051572260'}",0.052,1.192
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.361,1.658,Men's Style,"{'name': ""Men's Style"", 'id': '903212673711'}",0.592,1.512
