Audience View,Date,Aggregation,Audience Size
Your total audience,2026-05-22,Monthly,66000

Interests
Category,Bulk Sheet Category,Percent of audience,Affinity,Interest,Bulk Sheet Interests,Percent of audience,Affinity
Education,"{'name': 'Education', 'id': '922134410098'}",0.765,1.269,Career,"{'name': 'Career', 'id': '941720221932'}",0.215,1.628
Education,"{'name': 'Education', 'id': '922134410098'}",0.765,1.269,Teacher Resources,"{'name': 'Teacher Resources', 'id': '920023336761'}",0.124,0.694
Education,"{'name': 'Education', 'id': '922134410098'}",0.765,1.269,Education Level,"{'name': 'Education Level', 'id': '953977921048'}",0.124,0.744
Entertainment,"{'name': 'Entertainment', 'id': '953061268473'}",0.759,1.154,Movie,"{'name': 'Movie', 'id': '960342948658'}",0.709,0.941
Entertainment,"{'name': 'Entertainment', 'id': '953061268473'}",0.759,1.154,Comics,"{'name': 'Comics', 'id': '930494031304'}",0.665,0.896
Entertainment,"{'name': 'Entertainment', 'id': '953061268473'}",0.759,1.154,Humor,"{'name': 'Humor', 'id': '898037969690'}",0.644,0.834
Entertainment,"{'name': 'Entertainment', 'id': '953061268473'}",0.759,1.154,Gaming,"{'name': 'Gaming', 'id': '919269892222'}",0.513,1.197
Entertainment,"{'name': 'Entertainment', 'id': '953061268473'}",0.759,1.154,Music,"{'name': 'Music', 'id': '936111947007'}",0.368,0.765
Entertainment,"{'name': 'Entertainment', 'id': '953061268473'}",0.759,1.154,Celebrities,"{'name': 'Celebrities', 'id': '911373384406'}",0.367,0.869
Entertainment,"{'name': 'Entertainment', 'id': '953061268473'}",0.759,1.154,TV Show,"{'name': 'TV Show', 'id': '908565964114'}",0.165,0.934
Entertainment,"{'name': 'Entertainment', 'id': '953061268473'}",0.759,1.154,Book,"{'name': 'Book', 'id': '908410600882'}",0.112,0.653
Entertainment,"{'name': 'Entertainment', 'id': '953061268473'}",0.759,1.154,Theater,"{'name': 'Theater', 'id': '905051048835'}",0.044,2.467
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,DIY Projects,"{'name': 'DIY Projects', 'id': '894309586150'}",0.535,1.009
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,Fabric Crafts,"{'name': 'Fabric Crafts', 'id': '909430966917'}",0.458,0.788
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,Woodworking,"{'name': 'Woodworking', 'id': '899049071324'}",0.45,4.095
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,DIY Techniques and Supplies,"{'name': 'DIY Techniques and Supplies', 'id': '911900736333'}",0.193,1.244
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,DIY Stationery,"{'name': 'DIY Stationery', 'id': '902014579881'}",0.159,0.654
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,DIY Bag and Purse,"{'name': 'DIY Bag and Purse', 'id': '954200326838'}",0.107,1.77
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,DIY Pottery,"{'name': 'DIY Pottery', 'id': '929616292607'}",0.101,1.874
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,DIY Event,"{'name': 'DIY Event', 'id': '922120925682'}",0.096,0.492
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,DIY Home and Decorations,"{'name': 'DIY Home and Decorations', 'id': '947657535178'}",0.094,0.857
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,Polymer Crafts,"{'name': 'Polymer Crafts', 'id': '946907157789'}",0.079,1.778
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,DIY Edible,"{'name': 'DIY Edible', 'id': '896201377663'}",0.053,1.233
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,DIY Jewelry,"{'name': 'DIY Jewelry', 'id': '905972712093'}",0.021,0.463
DIY and Crafts,"{'name': 'DIY and Crafts', 'id': '934876475639'}",0.715,1.289,Beading,"{'name': 'Beading', 'id': '916525081982'}",0.012,0.571
Travel,"{'name': 'Travel', 'id': '908182459161'}",0.697,1.384,Travel Destinations,"{'name': 'Travel Destinations', 'id': '958862518888'}",0.96,1.023
Travel,"{'name': 'Travel', 'id': '908182459161'}",0.697,1.384,Travel Ideas,"{'name': 'Travel Ideas', 'id': '904309328219'}",0.625,1.185
Travel,"{'name': 'Travel', 'id': '908182459161'}",0.697,1.384,Travel Tips,"{'name': 'Travel Tips', 'id': '950689877411'}",0.072,1.813
Travel,"{'name': 'Travel', 'id': '908182459161'}",0.697,1.384,Restaurant,"{'name': 'Restaurant', 'id': '945959299598'}",0.032,
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.686,2.094,Landscape and Urbanism Architecture,"{'name': 'Landscape and Urbanism Architecture', 'id': '924770706928'}",0.573,2.554
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.686,2.094,Architectural Style,"{'name': 'Architectural Style', 'id': '908797015303'}",0.527,0.794
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.686,2.094,Residential Architecture,"{'name': 'Residential Architecture', 'id': '917763335785'}",0.502,1.546
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.686,2.094,Commercial and Office Architecture,"{'name': 'Commercial and Office Architecture', 'id': '958567870080'}",0.357,1.863
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.686,2.094,Educational Architecture,"{'name': 'Educational Architecture', 'id': '916646672676'}",0.118,4.194
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.686,2.094,Cultural Architecture,"{'name': 'Cultural Architecture', 'id': '933965241695'}",0.036,
Health,"{'name': 'Health', 'id': '898620064290'}",0.676,1.245,Diet and Nutrition,"{'name': 'Diet and Nutrition', 'id': '899102674037'}",0.534,0.838
Health,"{'name': 'Health', 'id': '898620064290'}",0.676,1.245,Lifestyle,"{'name': 'Lifestyle', 'id': '916100312986'}",0.313,0.705
Health,"{'name': 'Health', 'id': '898620064290'}",0.676,1.245,Medical,"{'name': 'Medical', 'id': '912753135383'}",0.18,1.971
Health,"{'name': 'Health', 'id': '898620064290'}",0.676,1.245,Weight Loss,"{'name': 'Weight Loss', 'id': '921895445919'}",0.016,0.373
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Outdoor Sport,"{'name': 'Outdoor Sport', 'id': '899504507492'}",0.535,2.229
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Fitness and Exercises,"{'name': 'Fitness and Exercises', 'id': '912503731943'}",0.528,1.211
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Soccer,"{'name': 'Soccer', 'id': '916147467802'}",0.202,1.028
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Cycling,"{'name': 'Cycling', 'id': '932527952341'}",0.182,4.175
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Dancing,"{'name': 'Dancing', 'id': '952036629213'}",0.179,0.621
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Auto Racing,"{'name': 'Auto Racing', 'id': '914336245852'}",0.048,2.811
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Hockey,"{'name': 'Hockey', 'id': '949737144218'}",0.044,3.367
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Running,"{'name': 'Running', 'id': '909056984342'}",0.04,1.085
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Martial Arts,"{'name': 'Martial Arts', 'id': '957769245264'}",0.029,1.194
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Water Sport,"{'name': 'Water Sport', 'id': '901265699631'}",0.027,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Golf,"{'name': 'Golf', 'id': '918611471680'}",0.025,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Volleyball,"{'name': 'Volleyball', 'id': '935508392210'}",0.025,0.57
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,American Football,"{'name': 'American Football', 'id': '893600890503'}",0.021,0.654
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Rugby,"{'name': 'Rugby', 'id': '957599074955'}",0.019,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Winter Sport,"{'name': 'Winter Sport', 'id': '901151529501'}",0.017,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Basketball,"{'name': 'Basketball', 'id': '901240696013'}",0.012,0.473
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Handball,"{'name': 'Handball', 'id': '945550448942'}",0.011,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.676,1.505,Cricket (sports),"{'name': 'Cricket (sports)', 'id': '950863552876'}",0.011,
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.645,1.585,Garden Design,"{'name': 'Garden Design', 'id': '901468450490'}",0.431,2.709
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.645,1.585,Planting,"{'name': 'Planting', 'id': '916000423671'}",0.411,0.534
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.645,1.585,Garden Types,"{'name': 'Garden Types', 'id': '926108676086'}",0.311,2.765
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.645,1.585,Gardening Supplies,"{'name': 'Gardening Supplies', 'id': '909773049272'}",0.045,1.545
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.62,1.061,Hair,"{'name': 'Hair', 'id': '903411883690'}",0.709,0.797
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.62,1.061,Skin Care,"{'name': 'Skin Care', 'id': '898977956499'}",0.47,0.836
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.62,1.061,Makeup,"{'name': 'Makeup', 'id': '948264532184'}",0.257,0.625
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.62,1.061,Bath and Body Care,"{'name': 'Bath and Body Care', 'id': '924324486050'}",0.243,0.713
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.62,1.061,Nails,"{'name': 'Nails', 'id': '956143059915'}",0.183,0.528
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.62,1.061,Men's Beauty,"{'name': ""Men's Beauty"", 'id': '944758664397'}",0.044,1.026
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Meal Planning,"{'name': 'Meal Planning', 'id': '956336077278'}",0.793,1.06
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Desserts,"{'name': 'Desserts', 'id': '897118241776'}",0.605,0.826
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Drinks,"{'name': 'Drinks', 'id': '961675572303'}",0.505,1.293
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Fruit,"{'name': 'Fruit', 'id': '919979591528'}",0.325,1.027
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Appetizers,"{'name': 'Appetizers', 'id': '918804435640'}",0.269,1.375
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,World Cuisine,"{'name': 'World Cuisine', 'id': '936568516643'}",0.207,0.788
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Cooking Method,"{'name': 'Cooking Method', 'id': '906644424942'}",0.093,0.625
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Salad,"{'name': 'Salad', 'id': '960683755187'}",0.093,1.065
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Special Diet,"{'name': 'Special Diet', 'id': '933485647561'}",0.088,0.615
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Bread,"{'name': 'Bread', 'id': '926528168958'}",0.057,0.677
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Snacks,"{'name': 'Snacks', 'id': '933786359108'}",0.051,0.383
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Meat,"{'name': 'Meat', 'id': '894405216090'}",0.041,0.654
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Pizza,"{'name': 'Pizza', 'id': '942890515467'}",0.024,1.296
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Sandwich,"{'name': 'Sandwich', 'id': '905475941341'}",0.024,1.174
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Condiments,"{'name': 'Condiments', 'id': '933556278983'}",0.019,0.798
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Seafood,"{'name': 'Seafood', 'id': '959197144864'}",0.016,0.463
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.619,1.279,Soup,"{'name': 'Soup', 'id': '938111697483'}",0.014,0.346
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.615,1.345,Cell Phones and Accessories,"{'name': 'Cell Phones and Accessories', 'id': '951444910525'}",0.322,0.453
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.615,1.345,Computers Tablets and Accessories,"{'name': 'Computers Tablets and Accessories', 'id': '951929919689'}",0.075,1.175
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.615,1.345,Cameras and Accessories,"{'name': 'Cameras and Accessories', 'id': '899043339668'}",0.047,1.88
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.615,1.071,Women's Jewelry and Accessories,"{'name': ""Women's Jewelry and Accessories"", 'id': '916487219793'}",0.428,0.889
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.615,1.071,Women's Style,"{'name': ""Women's Style"", 'id': '947341333711'}",0.425,0.769
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.615,1.071,Women's Shoes,"{'name': ""Women's Shoes"", 'id': '923271066791'}",0.424,1.059
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.615,1.071,Women's Bottoms,"{'name': ""Women's Bottoms"", 'id': '936466861734'}",0.328,0.94
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.615,1.071,Women's Bag,"{'name': ""Women's Bag"", 'id': '941900382861'}",0.32,1.049
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.615,1.071,Dress,"{'name': 'Dress', 'id': '945391946569'}",0.311,0.637
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.615,1.071,Women's Outfits by Occasions,"{'name': ""Women's Outfits by Occasions"", 'id': '895148303659'}",0.281,0.996
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.615,1.071,Women's Intimates,"{'name': ""Women's Intimates"", 'id': '955049894411'}",0.281,2.162
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.615,1.071,Women's Activewear,"{'name': ""Women's Activewear"", 'id': '900866395493'}",0.217,0.726
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.615,1.071,Women's Outerwear,"{'name': ""Women's Outerwear"", 'id': '958088257491'}",0.117,1.523
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.615,1.071,Women's Top,"{'name': ""Women's Top"", 'id': '945391038177'}",0.093,0.5
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.585,1.939,Cars,"{'name': 'Cars', 'id': '950890153091'}",0.953,0.991
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.585,1.939,Aircraft,"{'name': 'Aircraft', 'id': '923340792367'}",0.277,4.543
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.585,1.939,Motorcycles and Scooter,"{'name': 'Motorcycles and Scooter', 'id': '927349329594'}",0.253,2.384
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.585,1.939,Watercraft,"{'name': 'Watercraft', 'id': '945927342064'}",0.191,6.174
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.585,1.939,Auto Services and Repair,"{'name': 'Auto Services and Repair', 'id': '895341869140'}",0.152,3.275
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.585,1.939,Car and Motorcycle Design,"{'name': 'Car and Motorcycle Design', 'id': '896742500696'}",0.131,2.352
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.585,1.939,Campers and RV,"{'name': 'Campers and RV', 'id': '903916128253'}",0.095,6.631
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.585,1.939,Commercial Vehicles,"{'name': 'Commercial Vehicles', 'id': '957481581908'}",0.011,
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.56,1.644,Animals and Pet Supplies,"{'name': 'Animals and Pet Supplies', 'id': '903972677830'}",0.418,1.441
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.56,1.644,Bird,"{'name': 'Bird', 'id': '952174338649'}",0.279,1.955
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.56,1.644,Mammals,"{'name': 'Mammals', 'id': '956932523301'}",0.197,0.913
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.56,1.644,Arthropods,"{'name': 'Arthropods', 'id': '906756939414'}",0.052,0.946
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.56,1.644,Sealife,"{'name': 'Sealife', 'id': '900726038026'}",0.044,1.718
Quotes,"{'name': 'Quotes', 'id': '948192800438'}",0.555,1.066,Quotes by Genres,"{'name': 'Quotes by Genres', 'id': '919926839991'}",0.935,0.968
Quotes,"{'name': 'Quotes', 'id': '948192800438'}",0.555,1.066,Poetry,"{'name': 'Poetry', 'id': '928308391348'}",0.012,0.582
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.549,1.364,Toys,"{'name': 'Toys', 'id': '957620480011'}",0.743,1.213
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.549,1.364,Baby,"{'name': 'Baby', 'id': '933995299235'}",0.411,0.839
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.549,1.364,Family Activities,"{'name': 'Family Activities', 'id': '953318189801'}",0.224,2.687
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.549,1.364,Parenting Advice,"{'name': 'Parenting Advice', 'id': '953388819553'}",0.054,0.256
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.549,1.364,Toddlers and Preschoolers,"{'name': 'Toddlers and Preschoolers', 'id': '936181027673'}",0.015,0.266
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.429,0.917,Holiday,"{'name': 'Holiday', 'id': '910319220330'}",0.897,1.035
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.429,0.917,Personal Celebration,"{'name': 'Personal Celebration', 'id': '944522520255'}",0.216,0.71
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.429,0.917,Gifts,"{'name': 'Gifts', 'id': '915305016791'}",0.212,0.709
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.429,0.917,Hosting Occasions,"{'name': 'Hosting Occasions', 'id': '945568894404'}",0.157,0.725
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.368,1.063,Wedding Cake,"{'name': 'Wedding Cake', 'id': '959317080636'}",0.265,0.801
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.368,1.063,Wedding Decor,"{'name': 'Wedding Decor', 'id': '919736858270'}",0.24,0.9
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.368,1.063,Wedding Outfit,"{'name': 'Wedding Outfit', 'id': '953811328161'}",0.234,0.673
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.368,1.063,Wedding Stationery,"{'name': 'Wedding Stationery', 'id': '916276424875'}",0.221,1.222
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.368,1.063,Wedding Beauty,"{'name': 'Wedding Beauty', 'id': '957409379399'}",0.135,0.54
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.368,1.063,Wedding Photography and Videography,"{'name': 'Wedding Photography and Videography', 'id': '960441076276'}",0.11,0.902
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.368,1.063,Wedding Theme,"{'name': 'Wedding Theme', 'id': '942351364884'}",0.104,1.004
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.368,1.063,Wedding Jewelry and Accessories,"{'name': 'Wedding Jewelry and Accessories', 'id': '903419085548'}",0.097,0.725
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.368,1.063,Wedding Event,"{'name': 'Wedding Event', 'id': '918730759391'}",0.095,0.627
