Audience View,Date,Aggregation,Audience Size
Your total audience,2026-05-30,Monthly,84000

Interests
Category,Bulk Sheet Category,Percent of audience,Affinity,Interest,Bulk Sheet Interests,Percent of audience,Affinity
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.661,1.478,Water Sport,"{'name': 'Water Sport', 'id': '901265699631'}",0.025,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.661,1.478,Golf,"{'name': 'Golf', 'id': '918611471680'}",0.023,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.661,1.478,Rugby,"{'name': 'Rugby', 'id': '957599074955'}",0.021,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.661,1.478,Winter Sport,"{'name': 'Winter Sport', 'id': '901151529501'}",0.018,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.661,1.478,Basketball,"{'name': 'Basketball', 'id': '901240696013'}",0.016,0.624
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.661,1.478,Cricket (sports),"{'name': 'Cricket (sports)', 'id': '950863552876'}",0.013,
Sport,"{'name': 'Sport', 'id': '919812032692'}",0.661,1.478,Handball,"{'name': 'Handball', 'id': '945550448942'}",0.013,
Health,"{'name': 'Health', 'id': '898620064290'}",0.658,1.217,Diet and Nutrition,"{'name': 'Diet and Nutrition', 'id': '899102674037'}",0.535,0.84
Health,"{'name': 'Health', 'id': '898620064290'}",0.658,1.217,Lifestyle,"{'name': 'Lifestyle', 'id': '916100312986'}",0.315,0.708
Health,"{'name': 'Health', 'id': '898620064290'}",0.658,1.217,Medical,"{'name': 'Medical', 'id': '912753135383'}",0.155,1.7
Health,"{'name': 'Health', 'id': '898620064290'}",0.658,1.217,Weight Loss,"{'name': 'Weight Loss', 'id': '921895445919'}",0.015,0.352
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.646,1.983,Landscape and Urbanism Architecture,"{'name': 'Landscape and Urbanism Architecture', 'id': '924770706928'}",0.569,2.539
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.646,1.983,Architectural Style,"{'name': 'Architectural Style', 'id': '908797015303'}",0.519,0.782
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.646,1.983,Residential Architecture,"{'name': 'Residential Architecture', 'id': '917763335785'}",0.473,1.46
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.646,1.983,Commercial and Office Architecture,"{'name': 'Commercial and Office Architecture', 'id': '958567870080'}",0.348,1.817
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.646,1.983,Educational Architecture,"{'name': 'Educational Architecture', 'id': '916646672676'}",0.121,4.305
Architecture,"{'name': 'Architecture', 'id': '918105274631'}",0.646,1.983,Cultural Architecture,"{'name': 'Cultural Architecture', 'id': '933965241695'}",0.04,
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.614,1.516,Planting,"{'name': 'Planting', 'id': '916000423671'}",0.419,0.545
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.614,1.516,Garden Design,"{'name': 'Garden Design', 'id': '901468450490'}",0.402,2.53
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.614,1.516,Garden Types,"{'name': 'Garden Types', 'id': '926108676086'}",0.286,2.543
Gardening,"{'name': 'Gardening', 'id': '909983286710'}",0.614,1.516,Gardening Supplies,"{'name': 'Gardening Supplies', 'id': '909773049272'}",0.041,1.412
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.611,1.052,Hair,"{'name': 'Hair', 'id': '903411883690'}",0.721,0.811
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.611,1.052,Skin Care,"{'name': 'Skin Care', 'id': '898977956499'}",0.465,0.828
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.611,1.052,Makeup,"{'name': 'Makeup', 'id': '948264532184'}",0.264,0.642
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.611,1.052,Bath and Body Care,"{'name': 'Bath and Body Care', 'id': '924324486050'}",0.24,0.703
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.611,1.052,Nails,"{'name': 'Nails', 'id': '956143059915'}",0.186,0.534
Beauty,"{'name': 'Beauty', 'id': '935541271955'}",0.611,1.052,Men's Beauty,"{'name': ""Men's Beauty"", 'id': '944758664397'}",0.05,1.17
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.603,1.056,Women's Style,"{'name': ""Women's Style"", 'id': '947341333711'}",0.435,0.787
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.603,1.056,Women's Jewelry and Accessories,"{'name': ""Women's Jewelry and Accessories"", 'id': '916487219793'}",0.428,0.888
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.603,1.056,Women's Shoes,"{'name': ""Women's Shoes"", 'id': '923271066791'}",0.427,1.068
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.603,1.056,Women's Bottoms,"{'name': ""Women's Bottoms"", 'id': '936466861734'}",0.317,0.91
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.603,1.056,Women's Bag,"{'name': ""Women's Bag"", 'id': '941900382861'}",0.311,1.018
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.603,1.056,Dress,"{'name': 'Dress', 'id': '945391946569'}",0.303,0.62
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.603,1.056,Women's Outfits by Occasions,"{'name': ""Women's Outfits by Occasions"", 'id': '895148303659'}",0.285,1.008
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.603,1.056,Women's Intimates,"{'name': ""Women's Intimates"", 'id': '955049894411'}",0.269,2.07
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.603,1.056,Women's Activewear,"{'name': ""Women's Activewear"", 'id': '900866395493'}",0.212,0.711
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.603,1.056,Women's Outerwear,"{'name': ""Women's Outerwear"", 'id': '958088257491'}",0.111,1.448
Women's Fashion,"{'name': ""Women's Fashion"", 'id': '948967005229'}",0.603,1.056,Women's Top,"{'name': ""Women's Top"", 'id': '945391038177'}",0.09,0.485
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.603,1.324,Cell Phones and Accessories,"{'name': 'Cell Phones and Accessories', 'id': '951444910525'}",0.355,0.5
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.603,1.324,Computers Tablets and Accessories,"{'name': 'Computers Tablets and Accessories', 'id': '951929919689'}",0.075,1.18
Electronics,"{'name': 'Electronics', 'id': '960887632144'}",0.603,1.324,Cameras and Accessories,"{'name': 'Cameras and Accessories', 'id': '899043339668'}",0.047,1.894
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Meal Planning,"{'name': 'Meal Planning', 'id': '956336077278'}",0.789,1.054
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Desserts,"{'name': 'Desserts', 'id': '897118241776'}",0.606,0.828
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Drinks,"{'name': 'Drinks', 'id': '961675572303'}",0.497,1.272
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Fruit,"{'name': 'Fruit', 'id': '919979591528'}",0.33,1.042
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Appetizers,"{'name': 'Appetizers', 'id': '918804435640'}",0.251,1.285
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,World Cuisine,"{'name': 'World Cuisine', 'id': '936568516643'}",0.2,0.762
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Salad,"{'name': 'Salad', 'id': '960683755187'}",0.094,1.075
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Special Diet,"{'name': 'Special Diet', 'id': '933485647561'}",0.087,0.607
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Cooking Method,"{'name': 'Cooking Method', 'id': '906644424942'}",0.084,0.562
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Bread,"{'name': 'Bread', 'id': '926528168958'}",0.055,0.65
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Snacks,"{'name': 'Snacks', 'id': '933786359108'}",0.05,0.376
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Meat,"{'name': 'Meat', 'id': '894405216090'}",0.04,0.634
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Pizza,"{'name': 'Pizza', 'id': '942890515467'}",0.024,1.277
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Sandwich,"{'name': 'Sandwich', 'id': '905475941341'}",0.022,1.097
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Condiments,"{'name': 'Condiments', 'id': '933556278983'}",0.019,0.768
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Seafood,"{'name': 'Seafood', 'id': '959197144864'}",0.014,0.408
Food and Drinks,"{'name': 'Food and Drinks', 'id': '918530398158'}",0.599,1.244,Soup,"{'name': 'Soup', 'id': '938111697483'}",0.014,0.365
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.577,1.921,Cars,"{'name': 'Cars', 'id': '950890153091'}",0.955,0.993
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.577,1.921,Aircraft,"{'name': 'Aircraft', 'id': '923340792367'}",0.262,4.287
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.577,1.921,Motorcycles and Scooter,"{'name': 'Motorcycles and Scooter', 'id': '927349329594'}",0.25,2.352
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.577,1.921,Watercraft,"{'name': 'Watercraft', 'id': '945927342064'}",0.181,5.861
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.577,1.921,Auto Services and Repair,"{'name': 'Auto Services and Repair', 'id': '895341869140'}",0.148,3.188
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.577,1.921,Car and Motorcycle Design,"{'name': 'Car and Motorcycle Design', 'id': '896742500696'}",0.13,2.324
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.577,1.921,Campers and RV,"{'name': 'Campers and RV', 'id': '903916128253'}",0.074,5.164
Vehicles,"{'name': 'Vehicles', 'id': '918093243960'}",0.577,1.921,Commercial Vehicles,"{'name': 'Commercial Vehicles', 'id': '957481581908'}",0.01,
Quotes,"{'name': 'Quotes', 'id': '948192800438'}",0.559,1.079,Quotes by Genres,"{'name': 'Quotes by Genres', 'id': '919926839991'}",0.942,0.976
Quotes,"{'name': 'Quotes', 'id': '948192800438'}",0.559,1.079,Poetry,"{'name': 'Poetry', 'id': '928308391348'}",0.013,0.612
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.558,1.645,Animals and Pet Supplies,"{'name': 'Animals and Pet Supplies', 'id': '903972677830'}",0.415,1.432
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.558,1.645,Bird,"{'name': 'Bird', 'id': '952174338649'}",0.285,1.999
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.558,1.645,Mammals,"{'name': 'Mammals', 'id': '956932523301'}",0.231,1.07
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.558,1.645,Arthropods,"{'name': 'Arthropods', 'id': '906756939414'}",0.057,1.03
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.558,1.645,Sealife,"{'name': 'Sealife', 'id': '900726038026'}",0.043,1.675
Animals,"{'name': 'Animals', 'id': '925056443165'}",0.558,1.645,Amphibians,"{'name': 'Amphibians', 'id': '925019110188'}",0.013,
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.529,1.323,Toys,"{'name': 'Toys', 'id': '957620480011'}",0.743,1.213
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.529,1.323,Baby,"{'name': 'Baby', 'id': '933995299235'}",0.411,0.84
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.529,1.323,Family Activities,"{'name': 'Family Activities', 'id': '953318189801'}",0.207,2.494
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.529,1.323,Parenting Advice,"{'name': 'Parenting Advice', 'id': '953388819553'}",0.06,0.282
Parenting,"{'name': 'Parenting', 'id': '920236059316'}",0.529,1.323,Toddlers and Preschoolers,"{'name': 'Toddlers and Preschoolers', 'id': '936181027673'}",0.015,0.268
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.42,0.904,Holiday,"{'name': 'Holiday', 'id': '910319220330'}",0.895,1.033
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.42,0.904,Gifts,"{'name': 'Gifts', 'id': '915305016791'}",0.211,0.705
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.42,0.904,Personal Celebration,"{'name': 'Personal Celebration', 'id': '944522520255'}",0.21,0.692
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.42,0.904,Hosting Occasions,"{'name': 'Hosting Occasions', 'id': '945568894404'}",0.147,0.684
Event Planning,"{'name': 'Event Planning', 'id': '941870572865'}",0.42,0.904,School Celebration,"{'name': 'School Celebration', 'id': '929052754772'}",0.01,0.316
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.354,1.029,Wedding Cake,"{'name': 'Wedding Cake', 'id': '959317080636'}",0.261,0.79
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.354,1.029,Wedding Decor,"{'name': 'Wedding Decor', 'id': '919736858270'}",0.232,0.868
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.354,1.029,Wedding Outfit,"{'name': 'Wedding Outfit', 'id': '953811328161'}",0.231,0.662
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.354,1.029,Wedding Stationery,"{'name': 'Wedding Stationery', 'id': '916276424875'}",0.223,1.232
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.354,1.029,Wedding Beauty,"{'name': 'Wedding Beauty', 'id': '957409379399'}",0.139,0.555
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.354,1.029,Wedding Photography and Videography,"{'name': 'Wedding Photography and Videography', 'id': '960441076276'}",0.114,0.936
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.354,1.029,Wedding Theme,"{'name': 'Wedding Theme', 'id': '942351364884'}",0.103,0.997
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.354,1.029,Wedding Jewelry and Accessories,"{'name': 'Wedding Jewelry and Accessories', 'id': '903419085548'}",0.098,0.733
